time,status,value
2025-05-27 03:07:05,200,11.0
2025-05-27 03:07:35,200,11.0
2025-05-27 03:08:05,200,11.0
2025-05-27 03:08:35,200,11.0
2025-05-27 03:09:05,200,11.0
2025-05-27 03:09:35,200,11.0
2025-05-27 03:10:05,200,11.0
2025-05-27 03:10:35,200,11.0
2025-05-27 03:11:05,200,11.0
2025-05-27 03:11:35,200,11.0
2025-05-27 03:12:05,200,11.0
2025-05-27 03:12:35,200,11.0
2025-05-27 03:13:05,200,11.0
2025-05-27 03:13:35,200,11.0
2025-05-27 03:14:05,200,11.0
2025-05-27 03:14:35,200,11.0
2025-05-27 03:15:05,200,11.0
2025-05-27 03:15:35,200,11.0
2025-05-27 03:16:05,200,11.0
2025-05-27 03:16:35,200,11.0
2025-05-27 03:17:05,200,34.0
2025-05-27 03:17:35,200,48.0
2025-05-27 03:18:05,200,48.0
2025-05-27 03:18:35,200,48.0
2025-05-27 03:19:05,200,48.0
2025-05-27 03:19:35,200,48.0
2025-05-27 03:20:05,200,48.0
2025-05-27 03:20:35,200,48.0
2025-05-27 03:21:05,200,48.0
2025-05-27 03:21:35,200,48.0
2025-05-27 03:22:05,200,48.0
2025-05-27 03:22:35,200,51.0
2025-05-27 03:23:05,200,51.0
2025-05-27 03:23:35,200,51.0
2025-05-27 03:24:05,200,51.0
2025-05-27 03:24:35,200,51.0
2025-05-27 03:25:05,200,51.0
2025-05-27 03:25:35,200,51.0
2025-05-27 03:26:05,200,51.0
2025-05-27 03:26:35,200,51.0
2025-05-27 03:27:05,200,52.0
2025-05-27 03:27:35,200,99.0
2025-05-27 03:28:05,200,99.0
2025-05-27 03:28:35,200,99.0
2025-05-27 03:29:05,200,99.0
2025-05-27 03:29:35,200,99.0
2025-05-27 03:30:05,200,99.0
2025-05-27 03:30:35,200,99.0
2025-05-27 03:31:05,200,99.0
2025-05-27 03:31:35,200,99.0
2025-05-27 03:32:05,200,99.0
2025-05-27 03:32:35,200,99.0
2025-05-27 03:33:05,200,99.0
2025-05-27 03:33:35,200,99.0
2025-05-27 03:34:05,200,99.0
2025-05-27 03:34:35,200,99.0
2025-05-27 03:35:05,200,99.0
2025-05-27 03:35:35,200,99.0
2025-05-27 03:36:05,200,99.0
2025-05-27 03:36:35,200,99.0
2025-05-27 03:37:05,200,99.0
2025-05-27 03:37:35,200,128.0
2025-05-27 03:38:05,200,128.0
2025-05-27 03:38:35,200,128.0
2025-05-27 03:39:05,200,128.0
2025-05-27 03:39:35,200,128.0
2025-05-27 03:40:05,200,128.0
2025-05-27 03:40:35,200,128.0
2025-05-27 03:41:05,200,128.0
2025-05-27 03:41:35,200,128.0
2025-05-27 03:42:05,200,128.0
2025-05-27 03:42:35,200,128.0
2025-05-27 03:43:05,200,128.0
2025-05-27 03:43:35,200,128.0
2025-05-27 03:44:05,200,128.0
2025-05-27 03:44:35,200,128.0
2025-05-27 03:45:05,200,128.0
2025-05-27 03:45:35,200,128.0
2025-05-27 03:46:05,200,128.0
2025-05-27 03:46:35,200,128.0
2025-05-27 03:47:05,200,128.0
2025-05-27 03:47:35,200,143.0
2025-05-27 03:48:05,200,143.0
2025-05-27 03:48:35,200,143.0
2025-05-27 03:49:05,200,143.0
2025-05-27 03:49:35,200,143.0
2025-05-27 03:50:05,200,143.0
2025-05-27 03:50:35,200,143.0
2025-05-27 03:51:05,200,143.0
2025-05-27 03:51:35,200,143.0
2025-05-27 03:52:05,200,143.0
2025-05-27 03:52:35,200,143.0
2025-05-27 03:53:05,200,143.0
2025-05-27 03:53:35,200,143.0
2025-05-27 03:54:05,200,143.0
2025-05-27 03:54:35,200,143.0
2025-05-27 03:55:05,200,143.0
2025-05-27 03:55:35,200,143.0
2025-05-27 03:56:05,200,143.0
2025-05-27 03:56:35,200,143.0
2025-05-27 03:57:05,200,143.0
2025-05-27 03:57:35,200,165.0
2025-05-27 03:58:05,200,165.0
2025-05-27 03:58:35,200,165.0
2025-05-27 03:59:05,200,165.0
2025-05-27 03:59:35,200,165.0
2025-05-27 04:00:05,200,165.0
2025-05-27 04:00:35,200,165.0
2025-05-27 04:01:05,200,165.0
2025-05-27 04:01:35,200,165.0
2025-05-27 04:02:05,200,165.0
2025-05-27 04:02:35,200,165.0
2025-05-27 04:03:05,200,165.0
2025-05-27 04:03:35,200,165.0
2025-05-27 04:04:05,200,165.0
2025-05-27 04:04:35,200,165.0
2025-05-27 04:05:05,200,165.0
2025-05-27 04:05:35,200,165.0
2025-05-27 04:06:05,200,165.0
2025-05-27 04:06:35,200,165.0
2025-05-27 04:07:05,200,165.0
2025-05-27 04:07:35,200,204.0
2025-05-27 04:08:05,200,207.0
2025-05-27 04:08:35,200,207.0
2025-05-27 04:09:05,200,207.0
2025-05-27 04:09:35,200,207.0
2025-05-27 04:10:05,200,207.0
2025-05-27 04:10:35,200,207.0
2025-05-27 04:11:05,200,207.0
2025-05-27 04:11:35,200,207.0
2025-05-27 04:12:05,200,207.0
2025-05-27 04:12:35,200,207.0
2025-05-27 04:13:05,200,207.0
2025-05-27 04:13:35,200,207.0
2025-05-27 04:14:05,200,207.0
2025-05-27 04:14:35,200,207.0
2025-05-27 04:15:05,200,207.0
2025-05-27 04:15:35,200,207.0
2025-05-27 04:16:05,200,207.0
2025-05-27 04:16:35,200,207.0
2025-05-27 04:17:05,200,207.0
2025-05-27 04:17:35,200,215.0
2025-05-27 04:18:05,200,233.0
2025-05-27 04:18:35,200,233.0
2025-05-27 04:19:05,200,233.0
2025-05-27 04:19:35,200,233.0
2025-05-27 04:20:05,200,233.0
2025-05-27 04:20:35,200,233.0
2025-05-27 04:21:05,200,233.0
2025-05-27 04:21:35,200,233.0
2025-05-27 04:22:05,200,233.0
2025-05-27 04:22:35,200,233.0
2025-05-27 04:23:05,200,233.0
2025-05-27 04:23:35,200,233.0
2025-05-27 04:24:05,200,233.0
2025-05-27 04:24:35,200,241.0
2025-05-27 04:25:05,200,241.0
2025-05-27 04:25:35,200,241.0
2025-05-27 04:26:05,200,241.0
2025-05-27 04:26:35,200,241.0
2025-05-27 04:27:05,200,241.0
2025-05-27 04:27:35,200,242.0
2025-05-27 04:28:05,200,258.0
2025-05-27 04:28:35,200,258.0
2025-05-27 04:29:05,200,258.0
2025-05-27 04:29:35,200,258.0
2025-05-27 04:30:05,200,258.0
2025-05-27 04:30:35,200,258.0
2025-05-27 04:31:05,200,258.0
2025-05-27 04:31:35,200,258.0
2025-05-27 04:32:05,200,258.0
2025-05-27 04:32:35,200,258.0
2025-05-27 04:33:05,200,258.0
2025-05-27 04:33:35,200,258.0
2025-05-27 04:34:05,200,258.0
2025-05-27 04:34:35,200,258.0
2025-05-27 04:35:05,200,258.0
2025-05-27 04:35:35,200,258.0
2025-05-27 04:36:05,200,258.0
2025-05-27 04:36:35,200,258.0
2025-05-27 04:37:05,200,258.0
2025-05-27 04:37:35,200,258.0
2025-05-27 04:38:05,200,258.0
2025-05-27 04:38:35,200,258.0
2025-05-27 04:39:05,200,258.0
2025-05-27 04:39:35,200,258.0
2025-05-27 04:40:05,200,258.0
2025-05-27 04:40:35,200,258.0
2025-05-27 04:41:05,200,258.0
2025-05-27 04:41:35,200,258.0
2025-05-27 04:42:05,200,259.0
2025-05-27 04:42:35,200,259.0
2025-05-27 04:43:05,200,259.0
2025-05-27 04:43:35,200,259.0
2025-05-27 04:44:05,200,259.0
2025-05-27 04:44:35,200,259.0
2025-05-27 04:45:05,200,259.0
2025-05-27 04:45:35,200,259.0
2025-05-27 04:46:05,200,259.0
2025-05-27 04:46:35,200,259.0
2025-05-27 04:47:05,200,259.0
2025-05-27 04:47:35,200,259.0
2025-05-27 04:48:05,200,259.0
2025-05-27 04:48:35,200,259.0
2025-05-27 04:49:05,200,259.0
2025-05-27 04:49:35,200,259.0
2025-05-27 04:50:05,200,259.0
2025-05-27 04:50:35,200,259.0
2025-05-27 04:51:05,200,259.0
2025-05-27 04:51:35,200,259.0
2025-05-27 04:52:05,200,259.0
2025-05-27 04:52:35,200,259.0
2025-05-27 04:53:05,200,259.0
2025-05-27 04:53:35,200,259.0
2025-05-27 04:54:05,200,259.0
2025-05-27 04:54:35,200,259.0
2025-05-27 04:55:05,200,259.0
2025-05-27 04:55:35,200,259.0
2025-05-27 04:56:05,200,259.0
2025-05-27 04:56:35,200,259.0
2025-05-27 04:57:05,200,259.0
2025-05-27 04:57:35,200,259.0
2025-05-27 04:58:05,200,259.0
2025-05-27 04:58:35,200,259.0
2025-05-27 04:59:05,200,259.0
2025-05-27 04:59:35,200,259.0
2025-05-27 05:00:05,200,259.0
2025-05-27 05:00:35,200,259.0
2025-05-27 05:01:05,200,259.0
2025-05-27 05:01:35,200,259.0
2025-05-27 05:02:05,200,259.0
2025-05-27 05:02:35,200,259.0
2025-05-27 05:03:05,200,259.0
2025-05-27 05:03:35,200,259.0
2025-05-27 05:04:05,200,259.0
2025-05-27 05:04:35,200,259.0
2025-05-27 05:05:05,200,259.0
2025-05-27 05:05:35,200,259.0
2025-05-27 05:06:05,200,259.0
2025-05-27 05:06:35,200,259.0
2025-05-27 05:07:05,200,259.0
2025-05-27 05:07:35,200,259.0
2025-05-27 05:08:05,200,259.0
2025-05-27 05:08:35,200,259.0
2025-05-27 05:09:05,200,259.0
2025-05-27 05:09:35,200,259.0
2025-05-27 05:10:05,200,259.0
2025-05-27 05:10:35,200,259.0
2025-05-27 05:11:05,200,259.0
2025-05-27 05:11:35,200,259.0
2025-05-27 05:12:05,200,259.0
2025-05-27 05:12:35,200,259.0
2025-05-27 05:13:05,200,259.0
2025-05-27 05:13:35,200,259.0
2025-05-27 05:14:05,200,259.0
2025-05-27 05:14:35,200,259.0
2025-05-27 05:15:05,200,259.0
2025-05-27 05:15:35,200,259.0
2025-05-27 05:16:05,200,259.0
2025-05-27 05:16:35,200,259.0
2025-05-27 05:17:05,200,259.0
2025-05-27 05:17:35,200,259.0
2025-05-27 05:18:05,200,259.0
2025-05-27 05:18:35,200,259.0
2025-05-27 05:19:05,200,259.0
2025-05-27 05:19:35,200,259.0
2025-05-27 05:20:05,200,259.0
2025-05-27 05:20:35,200,259.0
2025-05-27 05:21:05,200,259.0
2025-05-27 05:21:35,200,259.0
2025-05-27 05:22:05,200,259.0
2025-05-27 05:22:35,200,259.0
2025-05-27 05:23:05,200,259.0
2025-05-27 05:23:35,200,259.0
2025-05-27 05:24:05,200,259.0
2025-05-27 05:24:35,200,259.0
2025-05-27 05:25:05,200,259.0
2025-05-27 05:25:35,200,259.0
2025-05-27 05:26:05,200,259.0
2025-05-27 05:26:35,200,259.0
2025-05-27 05:27:05,200,259.0
2025-05-27 05:27:35,200,259.0
2025-05-27 05:28:05,200,259.0
2025-05-27 05:28:35,200,259.0
2025-05-27 05:29:05,200,259.0
2025-05-27 05:29:35,200,259.0
2025-05-27 05:30:05,200,259.0
2025-05-27 05:30:35,200,259.0
2025-05-27 05:31:05,200,259.0
2025-05-27 05:31:35,200,259.0
2025-05-27 05:32:05,200,259.0
2025-05-27 05:32:35,200,259.0
2025-05-27 05:33:05,200,259.0
2025-05-27 05:33:35,200,259.0
2025-05-27 05:34:05,200,259.0
2025-05-27 05:34:35,200,259.0
2025-05-27 05:35:05,200,259.0
2025-05-27 05:35:35,200,259.0
2025-05-27 05:36:05,200,259.0
2025-05-27 05:36:35,200,259.0
2025-05-27 05:37:05,200,259.0
2025-05-27 05:37:35,200,259.0
2025-05-27 05:38:05,200,259.0
2025-05-27 05:38:35,200,259.0
2025-05-27 05:39:05,200,259.0
2025-05-27 05:39:35,200,259.0
2025-05-27 05:40:05,200,259.0
2025-05-27 05:40:35,200,259.0
2025-05-27 05:41:05,200,259.0
2025-05-27 05:41:35,200,259.0
2025-05-27 05:42:05,200,259.0
2025-05-27 05:42:35,200,259.0
2025-05-27 05:43:05,200,259.0
2025-05-27 05:43:35,200,259.0
2025-05-27 05:44:05,200,259.0
2025-05-27 05:44:35,200,259.0
2025-05-27 05:45:05,200,259.0
2025-05-27 05:45:35,200,259.0
2025-05-27 05:46:05,200,259.0
2025-05-27 05:46:35,200,259.0
2025-05-27 05:47:05,200,259.0
2025-05-27 05:47:35,200,259.0
2025-05-27 05:48:05,200,259.0
2025-05-27 05:48:35,200,259.0
2025-05-27 05:49:05,200,259.0
2025-05-27 05:49:35,200,259.0
2025-05-27 05:50:05,200,259.0
2025-05-27 05:50:35,200,259.0
2025-05-27 05:51:05,200,259.0
2025-05-27 05:51:35,200,259.0
2025-05-27 05:52:05,200,259.0
2025-05-27 05:52:35,200,259.0
2025-05-27 05:53:05,200,259.0
2025-05-27 05:53:35,200,259.0
2025-05-27 05:54:05,200,259.0
2025-05-27 05:54:35,200,259.0
2025-05-27 05:55:05,200,259.0
2025-05-27 05:55:35,200,259.0
2025-05-27 05:56:05,200,259.0
2025-05-27 05:56:35,200,259.0
2025-05-27 05:57:05,200,259.0
2025-05-27 05:57:35,200,259.0
2025-05-27 05:58:05,200,259.0
2025-05-27 05:58:35,200,259.0
2025-05-27 05:59:05,200,259.0
2025-05-27 05:59:35,200,259.0
2025-05-27 06:00:05,200,259.0
2025-05-27 06:00:35,200,259.0
2025-05-27 06:01:05,200,259.0
2025-05-27 06:01:35,200,259.0
2025-05-27 06:02:05,200,259.0
2025-05-27 06:02:35,200,259.0
2025-05-27 06:03:05,200,259.0
2025-05-27 06:03:35,200,259.0
2025-05-27 06:04:05,200,259.0
2025-05-27 06:04:35,200,259.0
2025-05-27 06:05:05,200,259.0
2025-05-27 06:05:35,200,259.0
2025-05-27 06:06:05,200,259.0
2025-05-27 06:06:35,200,259.0
2025-05-27 06:07:05,200,259.0
2025-05-27 06:07:35,200,259.0
2025-05-27 06:08:05,200,259.0
2025-05-27 06:08:35,200,259.0
2025-05-27 06:09:05,200,259.0
2025-05-27 06:09:35,200,259.0
2025-05-27 06:10:05,200,259.0
2025-05-27 06:10:35,200,259.0
2025-05-27 06:11:05,200,259.0
2025-05-27 06:11:35,200,259.0
2025-05-27 06:12:05,200,259.0
2025-05-27 06:12:35,200,259.0
2025-05-27 06:13:05,200,259.0
2025-05-27 06:13:35,200,259.0
2025-05-27 06:14:05,200,259.0
2025-05-27 06:14:35,200,259.0
2025-05-27 06:15:05,200,259.0
2025-05-27 06:15:35,200,259.0
2025-05-27 06:16:05,200,259.0
2025-05-27 06:16:35,200,259.0
2025-05-27 06:17:05,200,259.0
2025-05-27 06:17:35,200,259.0
2025-05-27 06:18:05,200,259.0
2025-05-27 06:18:35,200,259.0
2025-05-27 06:19:05,200,259.0
2025-05-27 06:19:35,200,259.0
2025-05-27 06:20:05,200,259.0
2025-05-27 06:20:35,200,259.0
2025-05-27 06:21:05,200,259.0
2025-05-27 06:21:35,200,259.0
2025-05-27 06:22:05,200,259.0
2025-05-27 06:22:35,200,259.0
2025-05-27 06:23:05,200,259.0
2025-05-27 06:23:35,200,259.0
2025-05-27 06:24:05,200,259.0
2025-05-27 06:24:35,200,259.0
2025-05-27 06:25:05,200,259.0
2025-05-27 06:25:35,200,259.0
2025-05-27 06:26:05,200,259.0
2025-05-27 06:26:35,200,259.0
2025-05-27 06:27:05,200,259.0
2025-05-27 06:27:35,200,259.0
2025-05-27 06:28:05,200,259.0
2025-05-27 06:28:35,200,259.0
2025-05-27 06:29:05,200,259.0
2025-05-27 06:29:35,200,259.0
2025-05-27 06:30:05,200,259.0
2025-05-27 06:30:35,200,259.0
2025-05-27 06:31:05,200,259.0
2025-05-27 06:31:35,200,259.0
2025-05-27 06:32:05,200,259.0
2025-05-27 06:32:35,200,259.0
2025-05-27 06:33:05,200,259.0
2025-05-27 06:33:35,200,259.0
2025-05-27 06:34:05,200,259.0
2025-05-27 06:34:35,200,259.0
2025-05-27 06:35:05,200,259.0
2025-05-27 06:35:35,200,259.0
2025-05-27 06:36:05,200,259.0
2025-05-27 06:36:35,200,259.0
2025-05-27 06:37:05,200,259.0
2025-05-27 06:37:35,200,259.0
2025-05-27 06:38:05,200,259.0
2025-05-27 06:38:35,200,259.0
2025-05-27 06:39:05,200,259.0
2025-05-27 06:39:35,200,259.0
2025-05-27 06:40:05,200,259.0
2025-05-27 06:40:35,200,259.0
2025-05-27 06:41:05,200,259.0
2025-05-27 06:41:35,200,259.0
2025-05-27 06:42:05,200,259.0
2025-05-27 06:42:35,200,259.0
2025-05-27 06:43:05,200,259.0
2025-05-27 06:43:35,200,259.0
2025-05-27 06:44:05,200,259.0
2025-05-27 06:44:35,200,259.0
2025-05-27 06:45:05,200,259.0
2025-05-27 06:45:35,200,259.0
2025-05-27 06:46:05,200,259.0
2025-05-27 06:46:35,200,259.0
2025-05-27 06:47:05,200,259.0
2025-05-27 06:47:35,200,259.0
2025-05-27 06:48:05,200,259.0
2025-05-27 06:48:35,200,259.0
2025-05-27 06:49:05,200,259.0
2025-05-27 06:49:35,200,259.0
2025-05-27 06:50:05,200,259.0
2025-05-27 06:50:35,200,259.0
2025-05-27 06:51:05,200,259.0
2025-05-27 06:51:35,200,259.0
2025-05-27 06:52:05,200,259.0
2025-05-27 06:52:35,200,259.0
2025-05-27 06:53:05,200,259.0
2025-05-27 06:53:35,200,259.0
2025-05-27 06:54:05,200,259.0
2025-05-27 06:54:35,200,259.0
2025-05-27 06:55:05,200,259.0
2025-05-27 06:55:35,200,259.0
2025-05-27 06:56:05,200,259.0
2025-05-27 06:56:35,200,259.0
2025-05-27 06:57:05,200,259.0
2025-05-27 06:57:35,200,259.0
2025-05-27 06:58:05,200,259.0
2025-05-27 06:58:35,200,259.0
2025-05-27 06:59:05,200,259.0
2025-05-27 06:59:35,200,259.0
2025-05-27 07:00:05,200,259.0
2025-05-27 07:00:35,200,259.0
2025-05-27 07:01:05,200,259.0
2025-05-27 07:01:35,200,259.0
2025-05-27 07:02:05,200,259.0
2025-05-27 07:02:35,200,259.0
2025-05-27 07:03:05,200,259.0
2025-05-27 07:03:35,200,259.0
2025-05-27 07:04:05,200,259.0
2025-05-27 07:04:35,200,259.0
2025-05-27 07:05:05,200,259.0
2025-05-27 07:05:35,200,259.0
2025-05-27 07:06:05,200,259.0
2025-05-27 07:06:35,200,259.0
2025-05-27 07:07:05,200,259.0
2025-05-27 07:07:35,200,259.0
2025-05-27 07:08:05,200,259.0
2025-05-27 07:08:35,200,259.0
2025-05-27 07:09:05,200,259.0
2025-05-27 07:09:35,200,259.0
2025-05-27 07:10:05,200,259.0
2025-05-27 07:10:35,200,259.0
2025-05-27 07:11:05,200,259.0
2025-05-27 07:11:35,200,259.0
2025-05-27 07:12:05,200,259.0
2025-05-27 07:12:35,200,259.0
2025-05-27 07:13:05,200,259.0
2025-05-27 07:13:35,200,259.0
2025-05-27 07:14:05,200,259.0
2025-05-27 07:14:35,200,259.0
2025-05-27 07:15:05,200,259.0
2025-05-27 07:15:35,200,259.0
2025-05-27 07:16:05,200,259.0
2025-05-27 07:16:35,200,259.0
2025-05-27 07:17:05,200,259.0
2025-05-27 07:17:35,200,259.0
2025-05-27 07:18:05,200,259.0
2025-05-27 07:18:35,200,259.0
2025-05-27 07:19:05,200,259.0
2025-05-27 07:19:35,200,259.0
2025-05-27 07:20:05,200,259.0
2025-05-27 07:20:35,200,259.0
2025-05-27 07:21:05,200,259.0
2025-05-27 07:21:35,200,259.0
2025-05-27 07:22:05,200,259.0
2025-05-27 07:22:35,200,259.0
2025-05-27 07:23:05,200,259.0
2025-05-27 07:23:35,200,259.0
2025-05-27 07:24:05,200,259.0
2025-05-27 07:24:35,200,259.0
2025-05-27 07:25:05,200,259.0
2025-05-27 07:25:35,200,259.0
2025-05-27 07:26:05,200,259.0
2025-05-27 07:26:35,200,259.0
2025-05-27 07:27:05,200,259.0
2025-05-27 07:27:35,200,259.0
2025-05-27 07:28:05,200,259.0
2025-05-27 07:28:35,200,259.0
2025-05-27 07:29:05,200,259.0
2025-05-27 07:29:35,200,259.0
2025-05-27 07:30:05,200,259.0
2025-05-27 07:30:35,200,259.0
2025-05-27 07:31:05,200,259.0
2025-05-27 07:31:35,200,259.0
2025-05-27 07:32:05,200,259.0
2025-05-27 07:32:35,200,259.0
2025-05-27 07:33:05,200,259.0
2025-05-27 07:33:35,200,259.0
2025-05-27 07:34:05,200,259.0
2025-05-27 07:34:35,200,259.0
2025-05-27 07:35:05,200,259.0
2025-05-27 07:35:35,200,259.0
2025-05-27 07:36:05,200,259.0
2025-05-27 07:36:35,200,259.0
2025-05-27 07:37:05,200,259.0
2025-05-27 07:37:35,200,259.0
2025-05-27 07:38:05,200,259.0
2025-05-27 07:38:35,200,259.0
2025-05-27 07:39:05,200,259.0
2025-05-27 07:39:35,200,259.0
2025-05-27 07:40:05,200,259.0
2025-05-27 07:40:35,200,259.0
2025-05-27 07:41:05,200,259.0
2025-05-27 07:41:35,200,259.0
2025-05-27 07:42:05,200,259.0
2025-05-27 07:42:35,200,259.0
2025-05-27 07:43:05,200,259.0
2025-05-27 07:43:35,200,259.0
2025-05-27 07:44:05,200,259.0
2025-05-27 07:44:35,200,259.0
2025-05-27 07:45:05,200,259.0
2025-05-27 07:45:35,200,259.0
2025-05-27 07:46:05,200,259.0
2025-05-27 07:46:35,200,259.0
2025-05-27 07:47:05,200,259.0
2025-05-27 07:47:35,200,259.0
2025-05-27 07:48:05,200,259.0
2025-05-27 07:48:35,200,259.0
