time,status,value
2025-05-27 04:44:05,202,100070.0
2025-05-27 04:44:35,202,100070.0
2025-05-27 04:45:05,202,100070.0
2025-05-27 04:45:35,202,100070.0
2025-05-27 04:46:05,202,100070.0
2025-05-27 04:46:35,202,100070.0
2025-05-27 04:47:05,202,100070.0
2025-05-27 04:47:35,202,100070.0
2025-05-27 04:48:05,202,100070.0
2025-05-27 04:48:35,202,100070.0
2025-05-27 04:49:05,202,100070.0
2025-05-27 04:49:35,202,100070.0
2025-05-27 04:50:05,202,100070.0
2025-05-27 04:50:35,202,100070.0
2025-05-27 04:51:05,202,100070.0
2025-05-27 04:51:35,202,100070.0
2025-05-27 04:52:05,202,100070.0
2025-05-27 04:52:35,202,100070.0
2025-05-27 04:53:05,202,100070.0
2025-05-27 04:53:35,202,100070.0
2025-05-27 04:54:05,202,100070.0
2025-05-27 04:54:35,202,100070.0
2025-05-27 04:55:05,202,100070.0
2025-05-27 04:55:35,202,100070.0
2025-05-27 04:56:05,202,100070.0
2025-05-27 04:56:35,202,100070.0
2025-05-27 04:57:05,202,100070.0
2025-05-27 04:57:35,202,100070.0
2025-05-27 04:58:05,202,100070.0
2025-05-27 04:58:35,202,100070.0
2025-05-27 04:59:05,202,100070.0
2025-05-27 04:59:35,202,100070.0
2025-05-27 05:00:05,202,100070.0
2025-05-27 05:00:35,202,100070.0
2025-05-27 05:01:05,202,100070.0
2025-05-27 05:01:35,202,100070.0
2025-05-27 05:02:05,202,100070.0
2025-05-27 05:02:35,202,100070.0
2025-05-27 05:03:05,202,100070.0
2025-05-27 05:03:35,202,100070.0
2025-05-27 05:04:05,202,100070.0
2025-05-27 05:04:35,202,100070.0
2025-05-27 05:05:05,202,100070.0
2025-05-27 05:05:35,202,100070.0
2025-05-27 05:06:05,202,100070.0
2025-05-27 05:06:35,202,100070.0
2025-05-27 05:07:05,202,100070.0
2025-05-27 05:07:35,202,100070.0
2025-05-27 05:08:05,202,100070.0
2025-05-27 05:08:35,202,100070.0
2025-05-27 05:09:05,202,100070.0
2025-05-27 05:09:35,202,100070.0
2025-05-27 05:10:05,202,100070.0
2025-05-27 05:10:35,202,100070.0
2025-05-27 05:11:05,202,100070.0
2025-05-27 05:11:35,202,100070.0
2025-05-27 05:12:05,202,100070.0
2025-05-27 05:12:35,202,100070.0
2025-05-27 05:13:05,202,100070.0
2025-05-27 05:13:35,202,100070.0
2025-05-27 05:14:05,202,100070.0
2025-05-27 05:14:35,202,100070.0
2025-05-27 05:15:05,202,100070.0
2025-05-27 05:15:35,202,100070.0
2025-05-27 05:16:05,202,100070.0
2025-05-27 05:16:35,202,100070.0
2025-05-27 05:17:05,202,100070.0
2025-05-27 05:17:35,202,100070.0
2025-05-27 05:18:05,202,100070.0
2025-05-27 05:18:35,202,100070.0
2025-05-27 05:19:05,202,100070.0
2025-05-27 05:19:35,202,100070.0
2025-05-27 05:20:05,202,100070.0
2025-05-27 05:20:35,202,100070.0
2025-05-27 05:21:05,202,100070.0
2025-05-27 05:21:35,202,100070.0
2025-05-27 05:22:05,202,100070.0
2025-05-27 05:22:35,202,100070.0
2025-05-27 05:23:05,202,100070.0
2025-05-27 05:23:35,202,100070.0
2025-05-27 05:24:05,202,100070.0
2025-05-27 05:24:35,202,100070.0
2025-05-27 05:25:05,202,100070.0
2025-05-27 05:25:35,202,100070.0
2025-05-27 05:26:05,202,100070.0
2025-05-27 05:26:35,202,100070.0
2025-05-27 05:27:05,202,100070.0
2025-05-27 05:27:35,202,100070.0
2025-05-27 05:28:05,202,100070.0
2025-05-27 05:28:35,202,100070.0
2025-05-27 05:29:05,202,100070.0
2025-05-27 05:29:35,202,100070.0
2025-05-27 05:30:05,202,100070.0
2025-05-27 05:30:35,202,100070.0
2025-05-27 05:31:05,202,100070.0
2025-05-27 05:31:35,202,100070.0
2025-05-27 05:32:05,202,100070.0
2025-05-27 05:32:35,202,100070.0
2025-05-27 05:33:05,202,100070.0
2025-05-27 05:33:35,202,100070.0
2025-05-27 05:34:05,202,100070.0
2025-05-27 05:34:35,202,100070.0
2025-05-27 05:35:05,202,100070.0
2025-05-27 05:35:35,202,100070.0
2025-05-27 05:36:05,202,100070.0
2025-05-27 05:36:35,202,100070.0
2025-05-27 05:37:05,202,100070.0
2025-05-27 05:37:35,202,100070.0
2025-05-27 05:38:05,202,100070.0
2025-05-27 05:38:35,202,100070.0
2025-05-27 05:39:05,202,100070.0
2025-05-27 05:39:35,202,100070.0
2025-05-27 05:40:05,202,100070.0
2025-05-27 05:40:35,202,100070.0
2025-05-27 05:41:05,202,100070.0
2025-05-27 05:41:35,202,100070.0
2025-05-27 05:42:05,202,100070.0
2025-05-27 05:42:35,202,100070.0
2025-05-27 05:43:05,202,100070.0
2025-05-27 05:43:35,202,100070.0
2025-05-27 05:44:05,202,100070.0
2025-05-27 05:44:35,202,100070.0
2025-05-27 05:45:05,202,100070.0
2025-05-27 05:45:35,202,100070.0
2025-05-27 05:46:05,202,100070.0
2025-05-27 05:46:35,202,100070.0
2025-05-27 05:47:05,202,100070.0
2025-05-27 05:47:35,202,100070.0
2025-05-27 05:48:05,202,100070.0
2025-05-27 05:48:35,202,100070.0
2025-05-27 05:49:05,202,100070.0
2025-05-27 05:49:35,202,100070.0
2025-05-27 05:50:05,202,100070.0
2025-05-27 05:50:35,202,100070.0
2025-05-27 05:51:05,202,100070.0
2025-05-27 05:51:35,202,100070.0
2025-05-27 05:52:05,202,100070.0
2025-05-27 05:52:35,202,100070.0
2025-05-27 05:53:05,202,100070.0
2025-05-27 05:53:35,202,100070.0
2025-05-27 05:54:05,202,100070.0
2025-05-27 05:54:35,202,100070.0
2025-05-27 05:55:05,202,100070.0
2025-05-27 05:55:35,202,100070.0
2025-05-27 05:56:05,202,100070.0
2025-05-27 05:56:35,202,100070.0
2025-05-27 05:57:05,202,100070.0
2025-05-27 05:57:35,202,100070.0
2025-05-27 05:58:05,202,100070.0
2025-05-27 05:58:35,202,100070.0
2025-05-27 05:59:05,202,100070.0
2025-05-27 05:59:35,202,100070.0
2025-05-27 06:00:05,202,100070.0
2025-05-27 06:00:35,202,100070.0
2025-05-27 06:01:05,202,100070.0
2025-05-27 06:01:35,202,100070.0
2025-05-27 06:02:05,202,100070.0
2025-05-27 06:02:35,202,100070.0
2025-05-27 06:03:05,202,100070.0
2025-05-27 06:03:35,202,100070.0
2025-05-27 06:04:05,202,100070.0
2025-05-27 06:04:35,202,100070.0
2025-05-27 06:05:05,202,100070.0
2025-05-27 06:05:35,202,100070.0
2025-05-27 06:06:05,202,100070.0
2025-05-27 06:06:35,202,100070.0
2025-05-27 06:07:05,202,100070.0
2025-05-27 06:07:35,202,100070.0
2025-05-27 06:08:05,202,100070.0
2025-05-27 06:08:35,202,100070.0
2025-05-27 06:09:05,202,100070.0
2025-05-27 06:09:35,202,100070.0
2025-05-27 06:10:05,202,100070.0
2025-05-27 06:10:35,202,100070.0
2025-05-27 06:11:05,202,100070.0
2025-05-27 06:11:35,202,100070.0
2025-05-27 06:12:05,202,100070.0
2025-05-27 06:12:35,202,100070.0
2025-05-27 06:13:05,202,100070.0
2025-05-27 06:13:35,202,100070.0
2025-05-27 06:14:05,202,100070.0
2025-05-27 06:14:35,202,100070.0
2025-05-27 06:15:05,202,100070.0
2025-05-27 06:15:35,202,100070.0
2025-05-27 06:16:05,202,100070.0
2025-05-27 06:16:35,202,100070.0
2025-05-27 06:17:05,202,100070.0
2025-05-27 06:17:35,202,100070.0
2025-05-27 06:18:05,202,100070.0
2025-05-27 06:18:35,202,100070.0
2025-05-27 06:19:05,202,100070.0
2025-05-27 06:19:35,202,100070.0
2025-05-27 06:20:05,202,100070.0
2025-05-27 06:20:35,202,100070.0
2025-05-27 06:21:05,202,100070.0
2025-05-27 06:21:35,202,100070.0
2025-05-27 06:22:05,202,100070.0
2025-05-27 06:22:35,202,100070.0
2025-05-27 06:23:05,202,100070.0
2025-05-27 06:23:35,202,100070.0
2025-05-27 06:24:05,202,100070.0
2025-05-27 06:24:35,202,100070.0
2025-05-27 06:25:05,202,100070.0
2025-05-27 06:25:35,202,100070.0
2025-05-27 06:26:05,202,100070.0
2025-05-27 06:26:35,202,100070.0
2025-05-27 06:27:05,202,100070.0
2025-05-27 06:27:35,202,100070.0
2025-05-27 06:28:05,202,100070.0
2025-05-27 06:28:35,202,100070.0
2025-05-27 06:29:05,202,100070.0
2025-05-27 06:29:35,202,100070.0
2025-05-27 06:30:05,202,100070.0
2025-05-27 06:30:35,202,100070.0
2025-05-27 06:31:05,202,100070.0
2025-05-27 06:31:35,202,100070.0
2025-05-27 06:32:05,202,100070.0
2025-05-27 06:32:35,202,100070.0
2025-05-27 06:33:05,202,100070.0
2025-05-27 06:33:35,202,100070.0
2025-05-27 06:34:05,202,100070.0
2025-05-27 06:34:35,202,100070.0
2025-05-27 06:35:05,202,100070.0
2025-05-27 06:35:35,202,100070.0
2025-05-27 06:36:05,202,100070.0
2025-05-27 06:36:35,202,100070.0
2025-05-27 06:37:05,202,100070.0
2025-05-27 06:37:35,202,100070.0
2025-05-27 06:38:05,202,100070.0
2025-05-27 06:38:35,202,100070.0
2025-05-27 06:39:05,202,100070.0
2025-05-27 06:39:35,202,100070.0
2025-05-27 06:40:05,202,100070.0
2025-05-27 06:40:35,202,100070.0
2025-05-27 06:41:05,202,100070.0
2025-05-27 06:41:35,202,100070.0
2025-05-27 06:42:05,202,100070.0
2025-05-27 06:42:35,202,100070.0
2025-05-27 06:43:05,202,100070.0
2025-05-27 06:43:35,202,100070.0
2025-05-27 06:44:05,202,100070.0
2025-05-27 06:44:35,202,100070.0
2025-05-27 06:45:05,202,100070.0
2025-05-27 06:45:35,202,100070.0
2025-05-27 06:46:05,202,100070.0
2025-05-27 06:46:35,202,100070.0
2025-05-27 06:47:05,202,100070.0
2025-05-27 06:47:35,202,100070.0
2025-05-27 06:48:05,202,100070.0
2025-05-27 06:48:35,202,100070.0
2025-05-27 06:49:05,202,100070.0
2025-05-27 06:49:35,202,100070.0
2025-05-27 06:50:05,202,100070.0
2025-05-27 06:50:35,202,100070.0
2025-05-27 06:51:05,202,100070.0
2025-05-27 06:51:35,202,100070.0
2025-05-27 06:52:05,202,100070.0
2025-05-27 06:52:35,202,100070.0
2025-05-27 06:53:05,202,100070.0
2025-05-27 06:53:35,202,100070.0
2025-05-27 06:54:05,202,100070.0
2025-05-27 06:54:35,202,100070.0
2025-05-27 06:55:05,202,100070.0
2025-05-27 06:55:35,202,100070.0
2025-05-27 06:56:05,202,100070.0
2025-05-27 06:56:35,202,100070.0
2025-05-27 06:57:05,202,100070.0
2025-05-27 06:57:35,202,100070.0
2025-05-27 06:58:05,202,100070.0
2025-05-27 06:58:35,202,100070.0
2025-05-27 06:59:05,202,100070.0
2025-05-27 06:59:35,202,100070.0
2025-05-27 07:00:05,202,100070.0
2025-05-27 07:00:35,202,100070.0
2025-05-27 07:01:05,202,100070.0
2025-05-27 07:01:35,202,100070.0
2025-05-27 07:02:05,202,100070.0
2025-05-27 07:02:35,202,100070.0
2025-05-27 07:03:05,202,100070.0
2025-05-27 07:03:35,202,100070.0
2025-05-27 07:04:05,202,100070.0
2025-05-27 07:04:35,202,100070.0
2025-05-27 07:05:05,202,100070.0
2025-05-27 07:05:35,202,100070.0
2025-05-27 07:06:05,202,100070.0
2025-05-27 07:06:35,202,100070.0
2025-05-27 07:07:05,202,100070.0
2025-05-27 07:07:35,202,100070.0
2025-05-27 07:08:05,202,100070.0
2025-05-27 07:08:35,202,100070.0
2025-05-27 07:09:05,202,100070.0
2025-05-27 07:09:35,202,100070.0
2025-05-27 07:10:05,202,100070.0
2025-05-27 07:10:35,202,100070.0
2025-05-27 07:11:05,202,100070.0
2025-05-27 07:11:35,202,100070.0
2025-05-27 07:12:05,202,100070.0
2025-05-27 07:12:35,202,100070.0
2025-05-27 07:13:05,202,100070.0
2025-05-27 07:13:35,202,100070.0
2025-05-27 07:14:05,202,100070.0
2025-05-27 07:14:35,202,100070.0
2025-05-27 07:15:05,202,100070.0
2025-05-27 07:15:35,202,100070.0
2025-05-27 07:16:05,202,100070.0
2025-05-27 07:16:35,202,100070.0
2025-05-27 07:17:05,202,100070.0
2025-05-27 07:17:35,202,100070.0
2025-05-27 07:18:05,202,100070.0
2025-05-27 07:18:35,202,100070.0
2025-05-27 07:19:05,202,100070.0
2025-05-27 07:19:35,202,100070.0
2025-05-27 07:20:05,202,100070.0
2025-05-27 07:20:35,202,100070.0
2025-05-27 07:21:05,202,100070.0
2025-05-27 07:21:35,202,100070.0
2025-05-27 07:22:05,202,100070.0
2025-05-27 07:22:35,202,100070.0
2025-05-27 07:23:05,202,100070.0
2025-05-27 07:23:35,202,100070.0
2025-05-27 07:24:05,202,100070.0
2025-05-27 07:24:35,202,100070.0
2025-05-27 07:25:05,202,100070.0
2025-05-27 07:25:35,202,100070.0
2025-05-27 07:26:05,202,100070.0
2025-05-27 07:26:35,202,100070.0
2025-05-27 07:27:05,202,100070.0
2025-05-27 07:27:35,202,100070.0
2025-05-27 07:28:05,202,100070.0
2025-05-27 07:28:35,202,100070.0
2025-05-27 07:29:05,202,100070.0
2025-05-27 07:29:35,202,100070.0
2025-05-27 07:30:05,202,100070.0
2025-05-27 07:30:35,202,100070.0
2025-05-27 07:31:05,202,100070.0
2025-05-27 07:31:35,202,100070.0
2025-05-27 07:32:05,202,100070.0
2025-05-27 07:32:35,202,100070.0
2025-05-27 07:33:05,202,100070.0
2025-05-27 07:33:35,202,100070.0
2025-05-27 07:34:05,202,100070.0
2025-05-27 07:34:35,202,100070.0
2025-05-27 07:35:05,202,100070.0
2025-05-27 07:35:35,202,100070.0
2025-05-27 07:36:05,202,100070.0
2025-05-27 07:36:35,202,100070.0
2025-05-27 07:37:05,202,100070.0
2025-05-27 07:37:35,202,100070.0
2025-05-27 07:38:05,202,100070.0
2025-05-27 07:38:35,202,100070.0
2025-05-27 07:39:05,202,100070.0
2025-05-27 07:39:35,202,100070.0
2025-05-27 07:40:05,202,100070.0
2025-05-27 07:40:35,202,100070.0
2025-05-27 07:41:05,202,100070.0
2025-05-27 07:41:35,202,100070.0
2025-05-27 07:42:05,202,100070.0
2025-05-27 07:42:35,202,100070.0
2025-05-27 07:43:05,202,100070.0
2025-05-27 07:43:35,202,100070.0
2025-05-27 07:44:05,202,100070.0
2025-05-27 07:44:35,202,100070.0
2025-05-27 07:45:05,202,100070.0
2025-05-27 07:45:35,202,100070.0
2025-05-27 07:46:05,202,100070.0
2025-05-27 07:46:35,202,100070.0
2025-05-27 07:47:05,202,100070.0
2025-05-27 07:47:35,202,100070.0
2025-05-27 07:48:05,202,100070.0
2025-05-27 07:48:35,202,100070.0
2025-05-27 07:49:05,202,100070.0
2025-05-27 07:49:35,202,100070.0
2025-05-27 07:50:05,202,100070.0
2025-05-27 07:50:35,202,100070.0
2025-05-27 07:51:05,202,100070.0
2025-05-27 07:51:35,202,100070.0
2025-05-27 07:52:05,202,100070.0
2025-05-27 07:52:35,202,100070.0
2025-05-27 07:53:05,202,100070.0
2025-05-27 07:53:35,202,100070.0
2025-05-27 07:54:05,202,100070.0
2025-05-27 07:54:35,202,100070.0
2025-05-27 07:55:05,202,100070.0
2025-05-27 07:55:35,202,100070.0
2025-05-27 07:56:05,202,100070.0
2025-05-27 07:56:35,202,100070.0
2025-05-27 07:57:05,202,100070.0
2025-05-27 07:57:35,202,100070.0
2025-05-27 07:58:05,202,100070.0
2025-05-27 07:58:35,202,100070.0
2025-05-27 07:59:05,202,100070.0
2025-05-27 07:59:35,202,100070.0
2025-05-27 08:00:05,202,100070.0
2025-05-27 08:00:35,202,100070.0
2025-05-27 08:01:05,202,100070.0
2025-05-27 08:01:35,202,100070.0
2025-05-27 08:02:05,202,100070.0
2025-05-27 08:02:35,202,100070.0
2025-05-27 08:03:05,202,100070.0
2025-05-27 08:03:35,202,100070.0
2025-05-27 08:04:05,202,100070.0
2025-05-27 08:04:35,202,100070.0
2025-05-27 08:05:05,202,100070.0
2025-05-27 08:05:35,202,100070.0
2025-05-27 08:06:05,202,100070.0
2025-05-27 08:06:35,202,100070.0
2025-05-27 08:07:05,202,100070.0
2025-05-27 08:07:35,202,100070.0
2025-05-27 08:08:05,202,100070.0
2025-05-27 08:08:35,202,100070.0
2025-05-27 08:09:05,202,100070.0
2025-05-27 08:09:35,202,100070.0
2025-05-27 08:10:05,202,100070.0
2025-05-27 08:10:35,202,100070.0
2025-05-27 08:11:05,202,100070.0
2025-05-27 08:11:35,202,100070.0
2025-05-27 08:12:05,202,100070.0
2025-05-27 08:12:35,202,100070.0
2025-05-27 08:13:05,202,100070.0
2025-05-27 08:13:35,202,100070.0
2025-05-27 08:14:05,202,100070.0
2025-05-27 08:14:35,202,100070.0
2025-05-27 08:15:05,202,100070.0
2025-05-27 08:15:35,202,100070.0
2025-05-27 08:16:05,202,100070.0
2025-05-27 08:16:35,202,100070.0
2025-05-27 08:17:05,202,100070.0
2025-05-27 08:17:35,202,100070.0
2025-05-27 08:18:05,202,100070.0
2025-05-27 08:18:35,202,100070.0
2025-05-27 08:19:05,202,100070.0
2025-05-27 08:19:35,202,100070.0
2025-05-27 08:20:05,202,100070.0
2025-05-27 08:20:35,202,100070.0
2025-05-27 08:21:05,202,100070.0
2025-05-27 08:21:35,202,100070.0
2025-05-27 08:22:05,202,100070.0
2025-05-27 08:22:35,202,100070.0
2025-05-27 08:23:05,202,100070.0
2025-05-27 08:23:35,202,100070.0
2025-05-27 08:24:05,202,100070.0
2025-05-27 08:24:35,202,100070.0
2025-05-27 08:25:05,202,100070.0
2025-05-27 08:25:35,202,100070.0
2025-05-27 08:26:05,202,100070.0
2025-05-27 08:26:35,202,100070.0
2025-05-27 08:27:05,202,100070.0
2025-05-27 08:27:35,202,100070.0
2025-05-27 08:28:05,202,100070.0
2025-05-27 08:28:35,202,100070.0
2025-05-27 08:29:05,202,100070.0
2025-05-27 08:29:35,202,100070.0
2025-05-27 08:30:05,202,100070.0
2025-05-27 08:30:35,202,100070.0
2025-05-27 08:31:05,202,100070.0
2025-05-27 08:31:35,202,100070.0
2025-05-27 08:32:05,202,100070.0
2025-05-27 08:32:35,202,100070.0
2025-05-27 08:33:05,202,100070.0
2025-05-27 08:33:35,202,100070.0
2025-05-27 08:34:05,202,100070.0
2025-05-27 08:34:35,202,100070.0
2025-05-27 08:35:05,202,100070.0
2025-05-27 08:35:35,202,100070.0
2025-05-27 08:36:05,202,100070.0
2025-05-27 08:36:35,202,100070.0
2025-05-27 08:37:05,202,100070.0
2025-05-27 08:37:35,202,100070.0
2025-05-27 08:38:05,202,100070.0
2025-05-27 08:38:35,202,100070.0
2025-05-27 08:39:05,202,100070.0
2025-05-27 08:39:35,202,100070.0
2025-05-27 08:40:05,202,100070.0
2025-05-27 08:40:35,202,100070.0
2025-05-27 08:41:05,202,100070.0
2025-05-27 08:41:35,202,100070.0
2025-05-27 08:42:05,202,100070.0
2025-05-27 08:42:35,202,100070.0
2025-05-27 08:43:05,202,100070.0
2025-05-27 08:43:35,202,100070.0
2025-05-27 08:44:05,202,100070.0
2025-05-27 08:44:35,202,100070.0
2025-05-27 08:45:05,202,100070.0
2025-05-27 08:45:35,202,100070.0
2025-05-27 08:46:05,202,100070.0
2025-05-27 08:46:35,202,100070.0
2025-05-27 08:47:05,202,100070.0
2025-05-27 08:47:35,202,100070.0
2025-05-27 08:48:05,202,100070.0
2025-05-27 08:48:35,202,100070.0
2025-05-27 08:49:05,202,100070.0
2025-05-27 08:49:35,202,100070.0
2025-05-27 08:50:05,202,100070.0
2025-05-27 08:50:35,202,100070.0
2025-05-27 08:51:05,202,100070.0
2025-05-27 08:51:35,202,100070.0
2025-05-27 08:52:05,202,100070.0
2025-05-27 08:52:35,202,100070.0
2025-05-27 08:53:05,202,100070.0
2025-05-27 08:53:35,202,100070.0
2025-05-27 08:54:05,202,100070.0
2025-05-27 08:54:35,202,100070.0
2025-05-27 08:55:05,202,100070.0
2025-05-27 08:55:35,202,100070.0
2025-05-27 08:56:05,202,100070.0
2025-05-27 08:56:35,202,100070.0
2025-05-27 08:57:05,202,100070.0
2025-05-27 08:57:35,202,100070.0
2025-05-27 08:58:05,202,100070.0
2025-05-27 08:58:35,202,100070.0
2025-05-27 08:59:05,202,100070.0
